CO,PM2.5,PM10,TSP,Slope,Air volume,Distance
0.7,0.17,0.17,0.2,0,0.9,40
0.7,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.18,0.2,0,0.9,40
0.6,0.17,0.18,0.2,0,0.9,40
0.6,0.17,0.18,0.2,0,0.9,40
0.6,0.17,0.18,0.2,0,0.9,40
0.6,0.17,0.18,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.17,0.2,0,0.9,40
0.6,0.17,0.18,0.2,0,0.9,40
0.6,0.17,0.18,0.2,0,0.9,40
0.5,0.17,0.18,0.2,0,0.9,40
0.5,0.17,0.18,0.2,0,0.9,40
0.5,0.17,0.18,0.2,0,0.9,40
0.5,0.17,0.17,0.2,0,0.9,40
0.5,0.17,0.17,0.2,0,0.9,40
0.5,0.17,0.17,0.19,0,0.9,40
0.5,0.17,0.17,0.19,0,0.9,40
0.5,0.17,0.17,0.19,0,0.9,40
0.5,0.17,0.17,0.19,0,0.9,40
0.5,0.17,0.17,0.19,0,0.9,40
0.5,0.17,0.17,0.19,0,0.9,40
0.5,0.16,0.17,0.19,0,0.9,40
0.5,0.16,0.17,0.19,0,0.9,40
0.5,0.17,0.17,0.2,0,0.9,40
0.5,0.17,0.17,0.2,0,0.9,40
0.5,0.16,0.17,0.19,0,0.9,40
0.4,0.16,0.16,0.19,0,0.9,40
0.4,0.16,0.16,0.19,0,0.9,40
0.4,0.16,0.16,0.19,0,0.9,40
0.4,0.16,0.16,0.19,0,0.9,40
0.4,0.16,0.16,0.19,0,0.9,40
0.4,0.16,0.16,0.19,0,0.9,40
0.4,0.16,0.16,0.19,0,0.9,40
0.4,0.16,0.16,0.18,0,0.9,40
0.4,0.16,0.16,0.18,0,0.9,40
0.4,0.15,0.16,0.18,0,0.9,40
0.4,0.15,0.15,0.18,0,0.9,40
0.4,0.15,0.15,0.17,0,0.9,40
0.4,0.15,0.15,0.17,0,0.9,40
0.4,0.15,0.15,0.16,0,0.9,40
0.3,0.15,0.15,0.16,0,0.9,40
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0.1,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0,0,0,0.9,50
0,0,0.7,4,0,0.9,50
0,0.4,0.7,4,0,0.9,50
0,0.4,0.7,4,0,0.9,50
0,1.4,2.7,10.9,0,0.9,50
0,1.4,2.7,10.9,0,0.9,50
0,2.9,5,14.4,0,0.9,50
0,2.9,5,14.4,0,0.9,50
0,2.8,4.9,14.1,0,0.9,50
0,2.8,4.9,14.1,0,0.9,50
0,2.8,4.7,13.7,0,0.9,50
0,0.3,0.4,1.9,0,0.9,50
0,0.3,0.4,1.9,0,0.9,50
0,0.3,0.4,1.9,0,0.9,50
0,0.3,0.4,2,0,0.9,50
0,0.3,0.4,2,0,0.9,50
0,0.5,0.7,2.3,0,0.9,50
0,0.5,0.7,2.3,0,0.9,50
0,0.9,1.1,2.9,0,0.9,50
0,0.9,1.1,6.5,0,0.9,50
0,3.4,3.9,6.5,0,0.9,50
0,3.4,3.9,6.5,0,0.9,50
0,3.4,3.9,6.4,0,0.9,50
0,3.4,3.9,6.4,0,0.9,50
0,3.5,4,6.6,0,0.9,50
0,3.5,4,6.6,0,0.9,50
0,3.5,4.1,6.6,0,0.9,50
0,3.5,4.1,6.6,0,0.9,50
0,3.6,4.2,6.7,0,0.9,50
0,3.6,4.2,6.7,0,0.9,50
0,3.6,4.2,6.7,0,0.9,50
0,3.6,4.2,6.7,0,0.9,50
0,3.6,4.2,6.7,0,0.9,50
0,3.6,4.2,6.7,0,0.9,50
0,3.6,4.2,6.6,0,0.9,50
0,3.6,4.2,6.6,0,0.9,50
0,3.5,4.1,6.5,0,0.9,50
0,3.5,4.1,6.5,0,0.9,50
0,3.4,4,6.3,0,0.9,50
0,2.2,4,6.3,0,0.9,50
0,2.2,2.5,4.1,0,0.9,50
0.5,2.2,2.5,4.1,0,0.9,50
1,2.2,2.5,4.1,0,0.9,50
1.8,2.2,2.5,4.1,0,0.9,50
2.5,2.2,2.4,4.1,0,0.9,50
4,2.2,2.4,4.1,0,0.9,50
4.9,2.2,2.5,4.2,0,0.9,50
6,2.2,2.5,4.2,0,0.9,50
7.2,2.2,2.5,4.2,0,0.9,50
8.5,2.2,2.5,4.2,0,0.9,50
9.8,2.2,2.5,4.1,0,0.9,50
12,2.2,2.5,4.1,0,0.9,50
13.5,2.2,2.5,4.1,0,0.9,50
15.1,2.2,2.5,4.1,0,0.9,50
16.6,2.2,2.5,4.1,0,0.9,50
18.3,2.2,2.5,4.1,0,0.9,50
20,2.2,2.5,4.1,0,0.9,50
21.8,2.2,2.5,4.1,0,0.9,50
24.4,2.2,2.4,4,0,0.9,50
26,2.2,2.4,4,0,0.9,50
29.8,2.2,2.4,4,0,0.9,50
31.6,2.2,2.4,4,0,0.9,50
33.5,2.2,2.4,4,0,0.9,50
35.3,2.2,2.4,4,0,0.9,50
38.1,2.2,2.4,3.9,0,0.9,50
40,2.2,2.4,3.9,0,0.9,50
41.7,2.2,2.4,3.9,0,0.9,50
43.5,2.2,2.4,3.9,0,0.9,50
45.4,2.2,2.4,3.9,0,0.9,50
47.1,2.2,2.4,3.9,0,0.9,50
48.8,2.2,2.4,3.9,0,0.9,50
51.4,2.2,2.4,3.9,0,0.9,50
53.1,2.3,2.6,4,0,0.9,50
54.8,2.3,2.6,4,0,0.9,50
56.3,2.4,2.6,4.1,0,0.9,50
57.9,2.4,2.6,4.1,0,0.9,50
59.3,4,4.1,4.7,0,0.9,50
60.8,4,4.1,4.7,0,0.9,50
62.9,4,4.1,4.7,0,0.9,50
64.2,4,4.1,4.7,0,0.9,50
65.4,4,4.1,4.7,0,0.9,50
66.6,4,4.1,4.7,0,0.9,50
67.7,4.1,4.2,4.8,0,0.9,50
68.6,4.1,4.2,4.8,0,0.9,50
69.6,4.1,4.2,4.9,0,0.9,50
71,4.1,4.2,4.9,0,0.9,50
71.8,4.1,4.3,5,0,0.9,50
72.5,4.1,4.3,5,0,0.9,50
73.3,4.1,4.2,5,0,0.9,50
73.9,4.1,4.2,5,0,0.9,50
74.5,4.1,4.2,5,0,0.9,50
75.1,4.1,4.2,5,0,0.9,50
75.9,4.2,4.3,5.1,0,0.9,50
76.3,4.2,4.3,5.1,0,0.9,50
76.7,4.2,4.4,5.2,0,0.9,50
77.1,4.2,4.4,5.2,0,0.9,50
77.4,4.3,4.4,5.3,0,0.9,50
77.7,4.3,4.4,5.3,0,0.9,50
78.2,4.3,4.5,5.4,0,0.9,50
78.5,4.3,4.5,5.4,0,0.9,50
78.7,4.3,4.5,5.4,0,0.9,50
79,4.3,4.5,5.4,0,0.9,50
79.2,4.3,4.5,5.5,0,0.9,50
79.5,4.3,4.5,5.5,0,0.9,50
79.7,4.4,4.6,5.6,0,0.9,50
80.1,4.4,4.6,5.6,0,0.9,50
80.3,4.4,4.6,5.7,0,0.9,50
80.5,4.4,4.6,5.7,0,0.9,50
80.7,4.5,4.7,5.8,0,0.9,50
81,4.5,4.7,5.8,0,0.9,50
81.2,4.6,4.8,5.9,0,0.9,50
81.4,4.6,4.8,5.9,0,0.9,50
81.8,4.6,4.9,6.1,0,0.9,50
82,4.6,4.9,6.1,0,0.9,50
82.3,4.7,5,6.2,0,0.9,50
82.6,4.7,5,6.2,0,0.9,50
82.8,4.8,5.1,6.3,0,0.9,50
83,4.8,5.1,6.3,0,0.9,50
83.2,4.9,5.2,6.5,0,0.9,50
83.6,4.9,5.2,6.5,0,0.9,50
83.9,5,5.3,6.7,0,0.9,50
84.1,5,5.3,6.7,0,0.9,50
84.3,5.1,5.5,6.9,0,0.9,50
84.5,5.1,5.5,6.9,0,0.9,50
84.8,5.2,5.6,7.1,0,0.9,50
85.1,5.2,5.6,7.1,0,0.9,50
85.4,5.3,5.8,7.3,0,0.9,50
85.6,5.3,5.8,7.3,0,0.9,50
85.8,5.5,5.9,7.5,0,0.9,50
86.2,5.5,5.9,7.5,0,0.9,50
86.4,5.6,6.1,7.7,0,0.9,50
86.6,5.6,6.1,7.7,0,0.9,50
86.8,5.7,6.2,7.9,0,0.9,50
87.1,5.7,6.2,7.9,0,0.9,50
87.5,5.8,6.3,8.1,0,0.9,50
87.7,5.8,6.3,8.1,0,0.9,50
87.9,6,6.6,8.5,0,0.9,50
88.1,6,6.6,8.5,0,0.9,50
88.3,6.2,6.8,8.7,0,0.9,50
88.6,6.2,6.8,8.7,0,0.9,50
89,6.4,6.9,8.9,0,0.9,50
89.2,6.4,6.9,8.9,0,0.9,50
89.3,6.3,6.9,8.9,0,0.9,50
89.5,6.3,6.9,8.9,0,0.9,50
89.7,6.3,6.9,8.9,0,0.9,50
89.8,6.3,6.9,8.9,0,0.9,50
90.2,6.4,6.9,8.9,0,0.9,50
90.3,6.4,6.9,8.9,0,0.9,50
90.5,6.5,7.1,9.1,0,0.9,50
90.6,6.5,7.1,9.1,0,0.9,50
90.8,6.5,7.1,9.2,0,0.9,50
90.9,6.5,7.1,9.2,0,0.9,50
91,6.5,7.1,9.1,0,0.9,50
91.2,6.5,7.1,9.1,0,0.9,50
91.3,6.6,7.2,9.2,0,0.9,50
91.5,6.6,7.2,9.2,0,0.9,50
91.5,6.7,7.3,9.4,0,0.9,50
91.6,6.7,7.3,9.4,0,0.9,50
91.6,6.8,7.4,9.5,0,0.9,50
91.7,6.8,7.4,9.5,0,0.9,50
91.7,6.9,7.4,9.5,0,0.9,50
91.8,6.9,7.6,9.8,0,0.9,50
91.8,7.1,7.8,10,0,0.9,50
91.8,7.1,7.8,10,0,0.9,50
91.8,7.2,8,10.2,0,0.9,50
91.8,7.2,8,10.2,0,0.9,50
91.8,7.3,8.1,10.4,0,0.9,50
91.8,7.3,8.1,10.4,0,0.9,50
91.8,7.3,8.1,10.4,0,0.9,50
91.8,7.3,8.1,10.4,0,0.9,50
91.8,7.3,8.1,10.4,0,0.9,50
91.8,7.3,8.1,10.4,0,0.9,50
91.8,7.4,8.2,10.5,0,0.9,50
91.8,7.4,8.2,10.5,0,0.9,50
91.8,7.5,8.3,10.6,0,0.9,50
91.8,7.5,8.3,10.6,0,0.9,50
91.7,7.5,8.3,10.7,0,0.9,50
91.7,7.5,8.3,10.7,0,0.9,50
91.7,7.5,8.3,10.7,0,0.9,50
91.6,7.5,8.4,10.7,0,0.9,50
91.6,7.5,8.4,10.8,0,0.9,50
91.5,7.6,8.4,10.8,0,0.9,50
91.5,7.6,8.5,10.8,0,0.9,50
91.5,7.6,8.5,10.8,0,0.9,50
91.3,7.8,8.7,11.2,0,0.9,50
91.3,7.8,8.7,11.2,0,0.9,50
91.2,7.9,8.9,11.6,0,0.9,50
91.2,7.9,8.9,11.6,0,0.9,50
91.1,7.9,8.9,11.6,0,0.9,50
91,8,9.1,11.7,0,0.9,50
91,8.1,9.1,11.8,0,0.9,50
90.9,8.1,9.1,11.8,0,0.9,50
90.8,8.1,9.2,11.9,0,0.9,50
90.8,8.1,9.2,11.9,0,0.9,50
90.6,8.1,9.2,11.9,0,0.9,50
90.6,8.1,9.2,11.9,0,0.9,50
90.5,8.1,9.2,11.9,0,0.9,50
90.4,8.1,9.2,11.9,0,0.9,50
90.3,8.1,9.2,11.9,0,0.9,50
90.2,8,9.1,11.9,0,0.9,50
90.1,8,9.1,11.8,0,0.9,50
89.8,8,9.1,11.8,0,0.9,50
89.7,8.1,9.1,11.8,0,0.9,50
89.6,8.1,9.1,11.8,0,0.9,50
89.5,8.1,9.1,11.8,0,0.9,50
89.3,8.1,9.1,11.8,0,0.9,50
89.2,8.1,9.1,11.8,0,0.9,50
89,8.1,9.2,11.9,0,0.9,50
88.8,8.2,9.3,12,0,0.9,50
88.6,8.2,9.3,12,0,0.9,50
88.4,8.3,9.5,12.3,0,0.9,50
88.2,8.3,9.5,12.3,0,0.9,50
88.1,8.4,9.6,12.5,0,0.9,50
87.9,8.4,9.6,12.5,0,0.9,50
87.7,8.3,9.6,12.5,0,0.9,50
87.5,8.3,9.5,12.4,0,0.9,50
87.2,8.3,9.5,12.4,0,0.9,50
87,8.1,9.2,12.1,0,0.9,50
86.8,8,9.1,11.9,0,0.9,50
86.6,8,9.1,11.9,0,0.9,50
86.4,7.8,8.9,11.7,0,0.9,50
86.3,7.8,8.9,11.7,0,0.9,50
85.9,7.7,8.8,11.6,0,0.9,50
85.7,7.7,8.8,11.6,0,0.9,50
85.5,7.7,8.8,11.6,0,0.9,50
85.2,7.6,8.6,11.4,0,0.9,50
85,7.6,8.6,11.1,0,0.9,50
84.8,7.4,8.4,11.1,0,0.9,50
84.5,7.3,8.2,11,0,0.9,50
84.2,7.3,8.2,11,0,0.9,50
84,7.1,8,10.7,0,0.9,50
83.8,7.1,8,10.7,0,0.9,50
83.6,6.8,8,10.7,0,0.9,50
83.3,6.8,7.7,10.4,0,0.9,50
83.1,6.8,7.7,10.4,0,0.9,50
82.9,2.2,2.3,2.4,0,0.9,50
82.6,2.2,2.3,2.5,0,0.9,50
82.3,2.2,2.3,2.5,0,0.9,50
82,2.2,2.3,2.5,0,0.9,50
81.8,2.2,2.3,2.5,0,0.9,50
81.6,2.2,2.3,2.5,0,0.9,50
81.4,2.2,2.3,2.5,0,0.9,50
81,2.2,2.3,2.5,0,0.9,50
80.7,2.2,2.3,2.6,0,0.9,50
80.5,2.2,2.3,2.6,0,0.9,50
80.2,2.2,2.3,2.6,0,0.9,50
80,2.2,2.3,2.6,0,0.9,50
79.8,2.2,2.3,2.6,0,0.9,50
79.5,2.2,2.3,2.6,0,0.9,50
79.1,2.2,2.3,2.6,0,0.9,50
78.9,2.2,2.3,2.6,0,0.9,50
78.6,2.2,2.3,2.6,0,0.9,50
78.4,2.2,2.3,2.6,0,0.9,50
78.2,2.2,2.3,2.7,0,0.9,50
77.9,2.2,2.3,2.7,0,0.9,50
77.6,2.3,2.3,2.7,0,0.9,50
77.3,2.3,2.4,2.9,0,0.9,50
77,2.3,2.4,2.9,0,0.9,50
76.7,2.3,2.4,2.9,0,0.9,50
76.4,2.3,2.4,2.9,0,0.9,50
76.2,2.3,2.4,2.9,0,0.9,50
75.9,2.3,2.4,3,0,0.9,50
75.4,2.3,2.4,3,0,0.9,50
75.2,2.4,2.4,3,0,0.9,50
74.9,2.4,2.4,3,0,0.9,50
74.6,2.4,2.4,3,0,0.9,50
74.4,2.4,2.4,3.1,0,0.9,50
74,2.4,2.4,3.1,0,0.9,50
73.7,2.4,2.4,3.1,0,0.9,50
73.5,2.4,2.4,3.1,0,0.9,50
73.1,2.4,2.4,3.1,0,0.9,50
72.7,2.4,2.4,3.2,0,0.9,50
72.5,2.4,2.4,3.2,0,0.9,50
72.2,2.4,2.5,3.2,0,0.9,50
72,2.4,2.5,3.2,0,0.9,50
71.8,2.4,2.5,3.2,0,0.9,50
71.4,2.4,2.5,3.2,0,0.9,50
71,2.4,2.5,3.3,0,0.9,50
70.8,2.4,2.5,3.3,0,0.9,50
70.5,2.4,2.5,3.3,0,0.9,50
70.3,2.4,2.5,3.3,0,0.9,50
69.9,2.4,2.5,3.4,0,0.9,50
69.6,2.4,2.5,3.4,0,0.9,50
69.2,2.5,2.6,3.4,0,0.9,50
68.9,2.5,2.6,3.5,0,0.9,50
68.6,2.5,2.6,3.5,0,0.9,50
68.3,2.5,2.6,3.5,0,0.9,50
68.1,2.6,2.7,3.6,0,0.9,50
67.8,2.6,2.7,3.6,0,0.9,50
67.6,2.7,2.8,3.7,0,0.9,50
67.1,2.7,2.8,3.7,0,0.9,50
66.9,2.8,2.9,4,0,0.9,50
66.7,6.8,7.5,10.8,0,0.9,50
66.5,6.8,7.5,10.8,0,0.9,50
66.1,6.7,7.4,10.8,0,0.9,50
65.9,6.7,7.4,10.6,0,0.9,50
65.6,6.7,7.4,10.6,0,0.9,50
65.2,6.5,7.2,10.4,0,0.9,50
65,6.5,7.2,10.4,0,0.9,50
64.7,6.4,7,10.1,0,0.9,50
64.4,6.4,7,10.1,0,0.9,50
64.1,6.2,6.8,9.9,0,0.9,50
63.9,6.1,6.7,9.6,0,0.9,50
63.6,6.1,6.7,9.6,0,0.9,50
63.2,6.1,6.7,9.6,0,0.9,50
63,5.9,6.5,9.4,0,0.9,50
62.7,5.9,6.5,9.4,0,0.9,50
62.5,5.8,6.4,9.2,0,0.9,50
62.3,5.8,6.4,9.2,0,0.9,50
62,5.8,6.3,9.1,0,0.9,50
61.8,5.8,6.3,9,0,0.9,50
61.4,5.7,6.3,9,0,0.9,50
61.2,5.7,6.2,9,0,0.9,50
61,5.7,6.2,8.9,0,0.9,50
60.7,5.7,6.2,8.9,0,0.9,50
60.5,5.6,6.1,8.7,0,0.9,50
60.3,5.6,6.1,8.7,0,0.9,50
60.1,5.5,6,8.6,0,0.9,50
59.8,5.5,6,8.6,0,0.9,50
59.5,5.3,5.8,8.4,0,0.9,50
59.3,5.2,5.7,8.2,0,0.9,50
59.1,5.2,5.7,8.2,0,0.9,50
58.9,5.2,5.7,8.2,0,0.9,50
58.7,5.1,5.5,8.1,0,0.9,50
58.6,5.1,5.5,8.1,0,0.9,50
58.3,4.9,5.4,7.9,0,0.9,50
58,4.9,5.4,7.9,0,0.9,50
57.9,4.8,5.3,7.7,0,0.9,50
57.7,4.8,5.3,7.7,0,0.9,50
57.6,4.8,5.2,7.6,0,0.9,50
57.4,4.7,5.1,7.6,0,0.9,50
57.2,4.7,5.1,7.4,0,0.9,50
57.1,4.7,5.1,7.4,0,0.9,50
56.8,4.6,5,7.2,0,0.9,50
56.7,4.6,5,7.2,0,0.9,50
56.5,4.5,4.9,7.2,0,0.9,50
56.4,4.5,4.9,7.2,0,0.9,50
56.2,4.4,4.8,7,0,0.9,50
56,4.4,4.7,6.8,0,0.9,50
55.9,4.3,4.7,6.8,0,0.9,50
55.8,4.3,4.7,6.8,0,0.9,50
55.5,4.3,4.6,6.7,0,0.9,50
55.4,4.3,4.6,6.7,0,0.9,50
55.3,4.2,4.5,6.6,0,0.9,50
55.1,4.2,4.5,6.6,0,0.9,50
54.9,4.1,4.4,6.4,0,0.9,50
54.8,4.1,4.4,6.4,0,0.9,50
54.7,4,4.3,6.3,0,0.9,50
54.5,3.9,4.2,6.3,0,0.9,50
54.4,3.9,4.2,6.1,0,0.9,50
54.2,3.9,4.2,6.1,0,0.9,50
54,3.8,4.1,5.9,0,0.9,50
53.9,3.8,4.1,5.9,0,0.9,50
53.8,3.8,4,5.8,0,0.9,50
53.7,3.8,4,5.8,0,0.9,50
53.6,3.8,4,5.8,0,0.9,50
53.5,3.8,4,5.8,0,0.9,50
53.4,3.8,4.1,5.9,0,0.9,50
53.3,3.8,4.1,5.9,0,0.9,50
53.1,3.9,4.1,5.9,0,0.9,50
53,3.9,4.1,5.9,0,0.9,50
52.8,3.9,4.2,6,0,0.9,50
52.6,3.9,4.2,6,0,0.9,50
52.5,4,4.2,6,0,0.9,50
52.4,4,4.2,6,0,0.9,50
52.3,4,4.2,6,0,0.9,50
52.2,4,4.2,6,0,0.9,50
52,3.9,4.2,6,0,0.9,50
51.9,3.9,4.2,6,0,0.9,50
51.8,3.9,4.1,5.9,0,0.9,50
51.7,3.9,4.1,5.9,0,0.9,50
51.5,3.8,4.1,5.9,0,0.9,50
51.3,3.8,4.1,5.9,0,0.9,50
51.1,3.8,4,5.8,0,0.9,50
51,3.8,4,5.8,0,0.9,50
50.8,3.8,4,5.9,0,0.9,50
50.7,3.8,4,5.9,0,0.9,50
50.5,3.8,4,5.8,0,0.9,50
50.4,3.8,4,5.8,0,0.9,50
50.1,3.8,4.1,5.8,0,0.9,50
50,3.8,4.1,5.8,0,0.9,50
49.9,3.8,4.1,5.8,0,0.9,50
49.8,3.8,4.1,5.8,0,0.9,50
49.7,3.9,4.1,5.8,0,0.9,50
49.6,3.9,4.1,5.8,0,0.9,50
49.5,3.9,4.2,6,0,0.9,50
49.4,3.9,4.2,6,0,0.9,50
49.3,3.9,4.2,6,0,0.9,50
49.2,3.9,4.2,6,0,0.9,50
49.1,3.9,4.2,6,0,0.9,50
48.9,3.9,4.2,6,0,0.9,50
48.8,3.9,4.2,6,0,0.9,50
48.7,3.9,4.2,6,0,0.9,50
48.5,4,4.2,5.9,0,0.9,50
48.4,4,4.2,5.9,0,0.9,50
48.3,4,4.2,5.9,0,0.9,50
48.2,4,4.2,5.9,0,0.9,50
48.1,4,4.2,5.9,0,0.9,50
48,4,4.2,5.9,0,0.9,50
47.8,4,4.2,6,0,0.9,50
47.7,4,4.2,6,0,0.9,50
47.5,4,4.2,5.9,0,0.9,50
47.3,4,4.2,5.9,0,0.9,50
47.2,4,4.3,6,0,0.9,50
47.1,4,4.3,6,0,0.9,50
47,4.1,4.3,6,0,0.9,50
46.9,4.1,4.3,6,0,0.9,50
46.7,4.1,4.3,6,0,0.9,50
46.6,4.1,4.3,6,0,0.9,50
46.5,4.1,4.3,6,0,0.9,50
46.4,4.1,4.3,6,0,0.9,50
46.2,4.1,4.3,6,0,0.9,50
46.1,4.1,4.3,6,0,0.9,50
46,4.1,4.3,6,0,0.9,50
45.8,4.1,4.3,6,0,0.9,50
45.7,4.1,4.3,6,0,0.9,50
45.6,4.1,4.3,6,0,0.9,50
45.5,4.1,4.4,6.1,0,0.9,50
45.4,4.1,4.4,6.1,0,0.9,50
45.3,4.1,4.4,6.1,0,0.9,50
45.2,4.1,4.4,6.1,0,0.9,50
45.1,4.2,4.4,6.2,0,0.9,50
44.9,4.2,4.4,6.2,0,0.9,50
44.8,4.2,4.4,6.2,0,0.9,50
44.7,4.2,4.4,6.2,0,0.9,50
44.6,4.2,4.4,6.2,0,0.9,50
44.5,4.2,4.4,6.2,0,0.9,50
44.3,4.3,4.5,6.3,0,0.9,50
44.2,4.3,4.5,6.3,0,0.9,50
44.1,4.3,4.5,6.4,0,0.9,50
44,4.3,4.5,6.4,0,0.9,50
43.9,4.3,4.6,6.4,0,0.9,50
43.8,4.3,4.6,6.4,0,0.9,50
43.6,4.3,4.6,6.5,0,0.9,50
43.4,4.3,4.6,6.5,0,0.9,50
43.4,4.4,4.6,6.5,0,0.9,50
43.3,4.4,4.6,6.5,0,0.9,50
43.2,4.4,4.6,6.5,0,0.9,50
43.1,4.4,4.6,6.5,0,0.9,50
43,4.4,4.7,6.5,0,0.9,50
42.9,4.4,4.7,6.5,0,0.9,50
42.8,4.4,4.7,6.5,0,0.9,50
42.7,4.4,4.7,6.5,0,0.9,50
42.6,4.4,4.7,6.6,0,0.9,50
42.5,4.4,4.7,6.6,0,0.9,50
42.5,4.4,4.7,6.4,0,0.9,50
42.4,4.4,4.7,6.4,0,0.9,50
42.2,4.5,4.7,6.5,0,0.9,50
42.1,4.5,4.7,6.5,0,0.9,50
42,4.5,4.7,6.6,0,0.9,50
41.9,4.5,4.7,6.6,0,0.9,50
41.9,4.5,4.7,6.6,0,0.9,50
41.8,4.5,4.7,6.6,0,0.9,50
41.7,4.5,4.7,6.5,0,0.9,50
41.6,4.5,4.7,6.5,0,0.9,50
41.5,4.5,4.7,6.6,0,0.9,50
41.4,4.5,4.7,6.6,0,0.9,50
41.3,4.4,4.7,6.5,0,0.9,50
41.2,4.4,4.7,6.5,0,0.9,50
41.1,4.4,4.7,6.5,0,0.9,50
40.9,4.4,4.7,6.5,0,0.9,50
40.8,4.4,4.7,6.5,0,0.9,50
40.7,4.4,4.7,6.5,0,0.9,50
40.6,4.4,4.7,6.5,0,0.9,50
40.5,4.4,4.7,6.5,0,0.9,50
40.5,4.4,4.6,6.5,0,0.9,50
40.4,4.4,4.6,6.5,0,0.9,50
40.3,4.4,4.6,6.6,0,0.9,50
40.2,4.4,4.6,6.6,0,0.9,50
40.1,4.4,4.6,6.6,0,0.9,50
40,4.4,4.6,6.6,0,0.9,50
39.9,4.3,4.6,6.6,0,0.9,50
39.8,4.3,4.6,6.6,0,0.9,50
39.6,4.3,4.6,6.6,0,0.9,50
39.5,4.3,4.6,6.6,0,0.9,50
39.4,4.3,4.6,6.5,0,0.9,50
39.3,4.3,4.6,6.5,0,0.9,50
39.3,4.3,4.6,6.5,0,0.9,50
39.2,4.3,4.6,6.5,0,0.9,50
39.1,4.3,4.6,6.5,0,0.9,50
39,4.3,4.6,6.5,0,0.9,50
38.9,4.3,4.6,6.5,0,0.9,50
38.9,4.3,4.6,6.5,0,0.9,50
38.8,4.3,4.5,6.5,0,0.9,50
38.7,4.3,4.5,6.5,0,0.9,50
38.6,4.2,4.5,6.5,0,0.9,50
38.5,4.2,4.5,6.5,0,0.9,50
38.5,4.2,4.5,6.5,0,0.9,50
38.3,4.2,4.5,6.4,0,0.9,50
38.2,4.2,4.4,6.4,0,0.9,50
38.1,4.2,4.4,6.4,0,0.9,50
38,4.2,4.4,6.4,0,0.9,50
38,4.2,4.4,6.4,0,0.9,50
37.9,4.1,4.4,6.3,0,0.9,50
37.8,4.1,4.4,6.3,0,0.9,50
37.8,4.1,4.4,6.3,0,0.9,50
37.7,4.1,4.4,6.3,0,0.9,50
37.6,4.1,4.4,6.3,0,0.9,50
37.5,4.1,4.4,6.2,0,0.9,50
37.5,4.1,4.3,6.2,0,0.9,50
37.4,4.1,4.3,6.2,0,0.9,50
37.3,4.1,4.3,6.2,0,0.9,50
37.3,4.1,4.3,6.2,0,0.9,50
37.2,4.1,4.3,6.2,0,0.9,50
37.1,4.1,4.3,6.2,0,0.9,50
36.9,4,4.3,6.2,0,0.9,50
36.9,4,4.3,6.2,0,0.9,50
36.8,4,4.3,6.1,0,0.9,50
36.7,4,4.3,6.1,0,0.9,50
36.6,4,4.3,6.1,0,0.9,50
36.5,4,4.3,6.1,0,0.9,50
36.5,4,4.3,6.1,0,0.9,50
36.4,4,4.3,6.1,0,0.9,50
36.4,4,4.3,6.1,0,0.9,50
36.3,4,4.3,6.1,0,0.9,50
36.3,4,4.3,6.1,0,0.9,50
36.2,4,4.2,6.1,0,0.9,50
36.2,4,4.2,6.1,0,0.9,50
36.1,4,4.2,6.1,0,0.9,50
36,4,4.2,6,0,0.9,50
35.9,4,4.2,6,0,0.9,50
35.9,4,4.2,5.9,0,0.9,50
35.8,4,4.2,5.9,0,0.9,50
35.6,4,4.2,5.9,0,0.9,50
35.5,4,4.2,5.9,0,0.9,50
